customer_id,source,medium,campaign,rank_of_source,created_account_flag,total_number_of_activities,num_of_deposits,num_of_tickets,total_deposits
1471342795,google,organic,(not set),1,1,1,0,0,0.0
1518050424,(direct),(none),(not set),1,1,1,0,0,0.0
1519960289,(direct),(none),(not set),1,1,1,0,0,0.0
1541912560,yahoo,organic,(not set),1,1,1,0,0,0.0
1655574985,google,organic,(not set),1,1,2,1,0,75.0
1656421065,google,organic,(not set),1,1,2,1,0,75.0
1675061785,google,organic,(not set),1,1,1,0,0,0.0
1739049765,t.co,referral,(not set),1,1,1,0,0,0.0
1837792138,google,organic,(not set),1,1,1,0,0,0.0
1878626013,google,organic,(not set),1,1,1,0,0,0.0
192773662.2,(direct),(none),(not set),1,1,1,0,0,0.0
1963610113,(direct),(none),(not set),1,1,1,0,0,0.0
2044671205,google,organic,(not set),1,1,1,0,0,0.0
2060407647,couponwcode.com,referral,(not set),1,1,1,0,0,0.0
2060407647,google,organic,(not set),1,1,1,0,0,0.0
26142696.16,google,organic,(not set),1,1,3,2,0,100.0
309880.1598,(direct),(none),(not set),1,1,1,0,0,0.0
322694887.2,google,organic,(not set),1,1,1,0,0,0.0
4E493420-5895-4A9F-89C9-A3AB92E6D7A2,(direct),(none),(not set),1,1,1,0,0,0.0
5086E00B-2007-4022-86E1-2C94349C4AA8,(direct),(none),(not set),1,1,1,0,0,0.0
517343813.2,google,organic,(not set),1,1,1,0,0,0.0
55CAD149-0575-43ED-9D6A-8BFB08FE6D05,(direct),(none),(not set),1,1,1,0,0,0.0
6145BD63-AA18-4530-A4E1-1A1E053D317B,(direct),(none),(not set),1,1,1,0,0,0.0
618AB97B-F22E-4E54-B44F-864968B01344,(direct),(none),(not set),1,1,1,0,0,0.0
629758016.2,google,organic,(not set),1,1,1,0,0,0.0
742504775.2,(direct),(none),(not set),1,1,1,0,0,0.0
745D679D-3872-4113-9E6F-0DBA84E6D2A4,(direct),(none),(not set),1,1,1,0,0,0.0
74756102.16,t.co,referral,(not set),1,1,1,0,0,0.0
794533467.2,google,organic,(not set),1,1,1,0,0,0.0
848273924.2,(direct),(none),(not set),1,1,1,0,0,0.0
888505322.2,(direct),(none),(not set),1,1,1,0,0,0.0
94630574.16,(direct),(none),(not set),1,1,1,0,0,0.0
992353572.2,t.co,referral,(not set),1,1,1,0,0,0.0
A56A0E1D-618D-4514-B8C9-CA61485CCBFC,(direct),(none),(not set),1,1,1,0,0,0.0
A9FB94D1-FFD0-4BC3-BE61-E5BF66BFF6D3,(direct),(none),(not set),1,1,1,0,0,0.0
a3cc0b3b-4294-4b6a-bfef-fb47aeffc80b,(direct),(none),(not set),1,1,1,0,0,0.0
1001347581,(direct),(none),(not set),1,1,2,1,0,25.0
1027348952,google,organic,(not set),1,1,1,0,0,0.0
1067970653,google,organic,(not set),1,1,1,0,0,0.0
1082524422,google,organic,(not set),1,1,1,0,0,0.0
1114142433,vegasmessageboard.com,referral,(not set),1,1,1,0,0,0.0
1129644804,(direct),(none),(not set),1,1,2,1,0,75.0
1460182799,google,organic,(not set),1,1,1,0,0,0.0
154620238.2,google,cpc,propswap-search-bonsai,1,1,1,0,0,0.0
1626851356,google,organic,(not set),1,1,4,0,3,0.0
1634898078,google,organic,(not set),1,1,1,0,0,0.0
182632951.2,search.aol.com,referral,(not set),1,1,1,0,0,0.0
1875155095,(direct),(none),(not set),1,1,3,0,0,0.0
191293306.2,t.co,referral,(not set),1,1,1,0,0,0.0
196049946.2,google,organic,(not set),1,1,1,0,0,0.0
2006348367,google,organic,(not set),1,1,1,0,0,0.0
2142475071,(direct),(none),(not set),1,1,3,0,2,0.0
32AD246F-5CBD-4342-9D9F-394C985E8E6E,(direct),(none),(not set),1,1,1,0,0,0.0
338485310.2,google,organic,(not set),1,1,1,0,0,0.0
452522268.2,google,organic,(not set),1,1,2,0,1,0.0
475847758.2,google,organic,(not set),1,1,1,0,0,0.0
513994729.2,t.co,referral,(not set),1,1,1,0,0,0.0
562515369.2,google,organic,(not set),1,1,1,0,0,0.0
576630510.2,t.co,referral,(not set),1,1,1,0,0,0.0
588884103.2,google,organic,(not set),1,1,1,0,0,0.0
5DFB686E-B0CA-4EBC-BB4C-88FF2222C2AB,(direct),(none),(not set),1,1,1,0,0,0.0
613918021.2,google,organic,(not set),1,1,1,0,0,0.0
673956553.2,t.co,referral,(not set),1,1,1,0,0,0.0
732930629.2,t.co,referral,(not set),1,1,2,1,0,75.0
797745736.2,(direct),(none),(not set),1,1,1,0,0,0.0
987983064.2,google,organic,(not set),1,1,1,0,0,0.0
CADEC23C-A612-424B-8D9E-A5376FAC4F09,(direct),(none),(not set),1,1,1,0,0,0.0
06D7E9BD-1C06-4E93-889D-0AD04F474F4B,(direct),(none),(not set),1,1,1,0,0,0.0
1091014122,(direct),(none),(not set),1,1,1,0,0,0.0
1130895975,(direct),(none),(not set),1,1,1,0,0,0.0
1156109818,google,organic,(not set),1,1,8,7,0,799.0
1229008170,(direct),(none),(not set),1,1,1,0,0,0.0
1381290965,google,organic,(not set),1,1,2,1,0,75.0
1444358429,bing,organic,(not set),1,1,1,0,0,0.0
1660528321,(direct),(none),(not set),1,1,2,0,0,0.0
1757905623,google,organic,(not set),1,1,1,0,0,0.0
1795700769,(direct),(none),(not set),1,1,3,2,0,150.0
192278122.2,google,organic,(not set),1,1,1,0,0,0.0
1934037510,RotoWire,homepagetakeover,RWHPT,1,1,1,0,0,0.0
343865975.2,(direct),(none),(not set),1,1,1,0,0,0.0
409665886.2,google,organic,(not set),1,1,1,0,0,0.0
412043624.2,google,organic,(not set),1,1,1,0,0,0.0
516348866.2,(direct),(none),(not set),1,1,1,0,0,0.0
586297384.2,(direct),(none),(not set),1,1,1,0,0,0.0
602548320.2,(direct),(none),(not set),1,1,1,0,0,0.0
69D82714-41B7-4719-972A-398C329956E4,(direct),(none),(not set),1,1,1,0,0,0.0
846192603.2,google,organic,(not set),1,1,1,0,0,0.0
953368488.2,google,organic,(not set),1,1,1,0,0,0.0
989280641.2,(direct),(none),(not set),1,1,1,0,0,0.0
A6999F03-3483-4E2D-92C7-8880AFA6E050,(direct),(none),(not set),1,1,1,0,0,0.0
A7E5DA31-3B38-4551-835D-6319C0ED821F,(direct),(none),(not set),1,1,1,0,0,0.0
d0a6a20f-f8ad-4373-89a8-63d673c030d7,(direct),(none),(not set),1,1,1,0,0,0.0
fa74674a-3d10-4515-bb69-3404ae7730a3,(direct),(none),(not set),1,1,1,0,0,0.0
1251343845,(direct),(none),(not set),1,1,1,0,0,0.0
1254081013,google,cpc,propswap-search-bonsai,1,1,1,0,0,0.0
1290311007,google,organic,(not set),1,1,1,0,0,0.0
1351280365,t.co,referral,(not set),1,1,1,0,0,0.0
1503379027,t.co,referral,(not set),1,1,6,5,0,375.0
1523677990,t.co,referral,(not set),1,1,1,0,0,0.0
1720045191,(direct),(none),(not set),1,1,1,0,0,0.0
1728168234,google,organic,(not set),1,1,1,0,0,0.0
1758991808,google,organic,(not set),1,1,1,0,0,0.0
1766292036,RotoWire,featuredtix,RWFT,1,1,1,0,0,0.0
207317425.2,(direct),(none),(not set),1,1,2,1,0,75.0
334696118.2,google,organic,(not set),1,1,1,0,0,0.0
390724069.2,(direct),(none),(not set),1,1,1,0,0,0.0
49431572.16,google,organic,(not set),1,1,1,0,0,0.0
613754387.2,(direct),(none),(not set),1,1,1,0,0,0.0
648669029.2,google,organic,(not set),1,1,1,0,0,0.0
7454327.161,google,organic,(not set),1,1,1,0,0,0.0
8879536.161,google,cpc,search-google-sellercamp,1,1,1,0,0,0.0
8B5F69AB-D5D8-482C-B1D0-960165F0F9C0,(direct),(none),(not set),1,1,1,0,0,0.0
931991879.2,google,organic,(not set),1,1,1,0,0,0.0
9B758DCD-B18D-494C-890B-B258671F6301,(direct),(none),(not set),1,1,1,0,0,0.0
a6aadb2d-1d57-453e-9b20-aefcc990fe87,(direct),(none),(not set),1,1,2,0,0,0.0
1074710158,t.co,referral,(not set),1,1,1,0,0,0.0
1216900125,google,organic,(not set),1,1,2,0,0,0.0
1329241331,google,organic,(not set),1,1,1,0,0,0.0
1356286043,google,organic,(not set),1,1,1,0,0,0.0
1368051958,t.co,referral,(not set),1,1,1,0,0,0.0
1402620036,google,organic,(not set),1,1,1,0,0,0.0
1540503959,t.co,referral,(not set),1,1,1,0,0,0.0
1592696900,(direct),(none),(not set),1,1,1,0,0,0.0
1594476906,google,organic,(not set),1,1,11,3,7,225.0
160148218.2,(direct),(none),(not set),1,1,882,0,881,0.0
1676356592,t.co,referral,(not set),1,1,1,0,0,0.0
1722247034,google,organic,(not set),1,1,1,0,0,0.0
1759487505,google,organic,(not set),1,1,1,0,0,0.0
1994185760,(direct),(none),(not set),1,1,1,0,0,0.0
294400869.2,google,organic,(not set),1,1,2,1,0,250.0
311252027.2,google,organic,(not set),1,1,1,0,0,0.0
324986494.2,(direct),(none),(not set),1,1,2,1,0,70.0
373595345.2,t.co,referral,(not set),1,1,1,0,0,0.0
4088478a-199c-48d8-bad7-fda2245d89c2,(direct),(none),(not set),1,1,1,0,0,0.0
534309492.2,google,organic,(not set),1,1,1,0,0,0.0
600830972.2,(direct),(none),(not set),1,1,1,0,0,0.0
649823831.2,google,organic,(not set),1,1,1,0,0,0.0
824786042.2,(direct),(none),(not set),1,1,1,0,0,0.0
9475B222-90E7-4AA9-B5D1-79217C554722,(direct),(none),(not set),1,1,1,0,0,0.0
C76F0B98-ACCB-4541-9017-56D504AC8E71,(direct),(none),(not set),1,1,1,0,0,0.0
f657ae9c-c860-413a-99c1-3008798dee0c,(direct),(none),(not set),1,1,1,0,0,0.0
1093643698,t.co,referral,(not set),1,1,1,0,0,0.0
120254346.2,google,organic,(not set),1,1,1,0,0,0.0
1389026275,google,organic,(not set),1,1,1,0,0,0.0
1393277518,(direct),(none),(not set),1,1,1,0,0,0.0
1456506725,google,organic,(not set),1,1,2,0,1,0.0
1564114325,google,organic,(not set),1,1,1,0,0,0.0
1669677052,google,organic,(not set),1,1,2,1,0,75.0
1959509055,google,organic,(not set),1,1,1,0,0,0.0
28AD7A15-B16B-494B-BEA9-9B5949A0768F,(direct),(none),(not set),1,1,1,0,0,0.0
312246027.2,google,organic,(not set),1,1,1,0,0,0.0
336755216.2,google,organic,(not set),1,1,1,0,0,0.0
37533807.16,google,organic,(not set),1,1,1,0,0,0.0
431617958.2,(direct),(none),(not set),1,1,1,0,0,0.0
4C21ED23-8DAF-4BC5-B980-478F327E36CE,(direct),(none),(not set),1,1,1,0,0,0.0
665915368.2,(direct),(none),(not set),1,1,1,0,0,0.0
671096348.2,yahoo,organic,(not set),1,1,1,0,0,0.0
733695833.2,(direct),(none),(not set),1,1,3,2,0,150.0
776869.161,t.co,referral,(not set),1,1,1,0,0,0.0
7B15488C-C5D7-45C3-9CE1-1651FAFE8B9F,(direct),(none),(not set),1,1,1,0,0,0.0
7EA63A34-29D5-4BB0-B4A5-B9C3452E6BDC,(direct),(none),(not set),1,1,1,0,0,0.0
80C37C30-3985-47EC-A9D0-B69A01D99636,(direct),(none),(not set),1,1,1,0,0,0.0
89554932.16,(direct),(none),(not set),1,1,1,0,0,0.0
956310697.2,google,cpc,propswap-search-bonsai,1,1,1,0,0,0.0
A45226F7-F8AB-4191-8081-9BF1CDBE4AEA,(direct),(none),(not set),1,1,1,0,0,0.0
BCB1BD24-3A35-40A3-A574-106447EDD79E,(direct),(none),(not set),1,1,1,0,0,0.0
1106883936,google,organic,(not set),1,1,1,0,0,0.0
11672633.16,(direct),(none),(not set),1,1,1,0,0,0.0
1235839075,google,cpc,propswap-search-bonsai,1,1,3,2,0,400.0
124943966.2,t.co,referral,(not set),1,1,1,0,0,0.0
1295083839,yahoo,organic,(not set),1,1,1,0,0,0.0
1371942488,google,organic,(not set),1,1,4,3,0,225.0
1387944834,(direct),(none),(not set),1,1,1,0,0,0.0
1412260400,(direct),(none),(not set),1,1,1,0,0,0.0
1509429865,t.co,referral,(not set),1,1,1,0,0,0.0
1551992521,google,organic,(not set),1,1,1,0,0,0.0
1648915782,t.co,referral,(not set),1,1,1,0,0,0.0
1746867536,google,organic,(not set),1,1,1,0,0,0.0
1808062198,google,organic,(not set),1,1,1,0,0,0.0
1810183394,google,organic,(not set),1,1,1,0,0,0.0
192801274.2,google,organic,(not set),1,1,1,0,0,0.0
1944794289,t.co,referral,(not set),1,1,1,0,0,0.0
2022642823,RotoWire,homepagetakeover,RWHPT,1,1,1,0,0,0.0
2031447841,google,organic,(not set),1,1,1,0,0,0.0
214055174.2,google,organic,(not set),1,1,2,0,1,0.0
265A043C-424F-422C-9986-FF252542CABF,(direct),(none),(not set),1,1,1,0,0,0.0
315133647.2,google,cpc,propswap-search-bonsai,1,1,2,1,0,25.0
405138411.2,RotoWire,homepagetakeover,RWHPT,1,1,1,0,0,0.0
434AD906-CD33-438A-9BCD-34C17F568596,(direct),(none),(not set),1,1,1,0,0,0.0
438087469.2,google,organic,(not set),1,1,1,0,0,0.0
481908320.2,RotoWire,email,RWE,1,1,1,0,0,0.0
500209919.2,google,organic,(not set),1,1,1,0,0,0.0
619420449.2,google,organic,(not set),1,1,1,0,0,0.0
677345110.2,(direct),(none),(not set),1,1,1,0,0,0.0
687371442.2,google,organic,(not set),1,1,1,0,0,0.0
76316256.16,google,organic,(not set),1,1,1,0,0,0.0
81A97BFF-F446-499A-A615-56597C53B1D4,(direct),(none),(not set),1,1,1,0,0,0.0
8739CF91-1639-4B4C-B81A-9C81E6A8C003,(direct),(none),(not set),1,1,1,0,0,0.0
955857110.2,(direct),(none),(not set),1,1,2,1,0,75.0
AFC626C6-AE84-4703-A24F-AC13C429E5B7,(direct),(none),(not set),1,1,1,0,0,0.0
d2fb0c8d-de4d-49c3-a9c8-fe7374f2e14e,(direct),(none),(not set),1,1,1,0,0,0.0
105170318.2,(direct),(none),(not set),1,1,1,0,0,0.0
1102062793,(direct),(none),(not set),1,1,1,0,0,0.0
1115496371,google,organic,(not set),1,1,1,0,0,0.0
1178533142,(direct),(none),(not set),1,1,1,0,0,0.0
1341822356,t.co,referral,(not set),1,1,1,0,0,0.0
1605404359,propswap.sports.gracenote.com,referral,(not set),1,1,1,0,0,0.0
1832079811,(direct),(none),(not set),1,1,1,0,0,0.0
1927684740,google,organic,(not set),1,1,1,0,0,0.0
2129523742,(direct),(none),(not set),1,1,1,0,0,0.0
2DFA77F5-06FB-4C7D-B6A8-63B0627FB85F,(direct),(none),(not set),1,1,1,0,0,0.0
342465575.2,google,organic,(not set),1,1,1,0,0,0.0
567100416.2,(direct),(none),(not set),1,1,3,2,0,120.0
591110904.2,RotoWire,featuredtix,RWFT,1,1,1,0,0,0.0
599302337.2,google,organic,(not set),1,1,1,0,0,0.0
647950508.2,bing,organic,(not set),1,1,1,0,0,0.0
671424489.2,google,organic,(not set),1,1,1,0,0,0.0
69159591.16,(direct),(none),(not set),1,1,1,0,0,0.0
873177710.2,google,organic,(not set),1,1,2,1,0,75.0
992966744.2,google,cpc,propswap-search-bonsai,1,1,1,0,0,0.0
AB8A59D9-F724-4A9F-9DD8-C2352A1F4A28,(direct),(none),(not set),1,1,1,0,0,0.0
C63C542E-C247-4436-AE81-C10B7488F484,(direct),(none),(not set),1,1,1,0,0,0.0
1068825020,google,organic,(not set),1,1,1,0,0,0.0
108654222.2,(direct),(none),(not set),1,1,1,0,0,0.0
1108507240,t.co,referral,(not set),1,1,1,0,0,0.0
1130194203,google,organic,(not set),1,1,1,0,0,0.0
1206152012,google,organic,(not set),1,1,1,0,0,0.0
1311624456,t.co,referral,(not set),1,1,1,0,0,0.0
1328061850,google,organic,(not set),1,1,1,0,0,0.0
1461010262,(direct),(none),(not set),1,1,1,0,0,0.0
1541852378,duckduckgo,organic,(not set),1,1,2,0,1,0.0
1543827446,google,organic,(not set),1,1,3,2,0,145.0
159387675.2,(direct),(none),(not set),1,1,1,0,0,0.0
1787109344,(direct),(none),(not set),1,1,1,0,0,0.0
1878941502,t.co,referral,(not set),1,1,1,0,0,0.0
1899401948,google,organic,(not set),1,1,2,1,0,75.0
1978443567,(direct),(none),(not set),1,1,1,0,0,0.0
2100293277,google,organic,(not set),1,1,1,0,0,0.0
241913549.2,google,organic,(not set),1,1,1,0,0,0.0
373925573.2,(direct),(none),(not set),1,1,1,0,0,0.0
3A2DD271-F006-4B5B-90BD-B966F6EE0339,(direct),(none),(not set),1,1,1,0,0,0.0
456731E3-8DBC-4BC1-9322-95F208D2114D,(direct),(none),(not set),1,1,1,0,0,0.0
486508062.2,google,organic,(not set),1,1,1,0,0,0.0
49594832.16,t.co,referral,(not set),1,1,1,0,0,0.0
53A0BD95-42F0-4D38-8295-2AD395994593,(direct),(none),(not set),1,1,1,0,0,0.0
6FBF9314-C8FE-4C3D-8E3B-8B400730646A,(direct),(none),(not set),1,1,1,0,0,0.0
6FC62EDD-902A-42DE-9E5E-CE2792077C7A,(direct),(none),(not set),1,1,1,0,0,0.0
713955202.2,(direct),(none),(not set),1,1,1,0,0,0.0
8735625.161,google,cpc,propswap-search-bonsai,1,1,1,0,0,0.0
889130259.2,t.co,referral,(not set),1,1,2,0,1,0.0
B6BA9814-4931-4F18-9D57-0E31AC6847B0,(direct),(none),(not set),1,1,1,0,0,0.0
00B03873-E6FF-42BD-A6D3-7954CFA9A34F,(direct),(none),(not set),1,1,1,0,0,0.0
04B9671A-FCD6-408A-B022-CFA39C8BEE7C,(direct),(none),(not set),1,1,1,0,0,0.0
1511621841,(direct),(none),(not set),1,1,1,0,0,0.0
1619345183,yahoo,organic,(not set),1,1,1,0,0,0.0
1785318782,t.co,referral,(not set),1,1,1,0,0,0.0
1803766820,google,organic,(not set),1,1,1,0,0,0.0
2052895408,t.co,referral,(not set),1,1,1,0,0,0.0
232338500.2,(direct),(none),(not set),1,1,1,0,0,0.0
23B44768-7F82-4BFC-90DA-CB842786931A,(direct),(none),(not set),1,1,1,0,0,0.0
342239503.2,t.co,referral,(not set),1,1,1,0,0,0.0
363112302.2,google,organic,(not set),1,1,2,1,0,75.0
480567626.2,google,organic,(not set),1,1,1,0,0,0.0
59481654.16,t.co,referral,(not set),1,1,1,0,0,0.0
626340075.2,t.co,referral,(not set),1,1,1,0,0,0.0
718197687.2,google,organic,(not set),1,1,1,0,0,0.0
78699997.16,google,organic,(not set),1,1,1,0,0,0.0
8066B154-21C3-451E-8A7A-DEBC52545835,(direct),(none),(not set),1,1,1,0,0,0.0
84641630.16,google,organic,(not set),1,1,1,0,0,0.0
86363729.16,google,organic,(not set),1,1,3,0,2,0.0
86C8D22B-CC82-44D3-9EE9-086F33F4B875,(direct),(none),(not set),1,1,1,0,0,0.0
900818261.2,google,organic,(not set),1,1,1,0,0,0.0
913091330.2,google,organic,(not set),1,1,1,0,0,0.0
933341447.2,(direct),(none),(not set),1,1,1,0,0,0.0
977490179.2,google,cpc,propswap-search-bonsai,1,1,1,0,0,0.0
C924616A-6051-4B4D-9CEF-7AC33B6512F3,(direct),(none),(not set),1,1,1,0,0,0.0
120514287.2,(direct),(none),(not set),1,1,1,0,0,0.0
1363572686,google,organic,(not set),1,1,1,0,0,0.0
149280403.2,google,organic,(not set),1,1,1,0,0,0.0
1553083820,RotoWire,homepagetakeover,RWHPT,1,1,1,0,0,0.0
174207705.2,google,organic,(not set),1,1,1,0,0,0.0
1852121963,google,organic,(not set),1,1,2,1,0,75.0
1948088413,google,organic,(not set),1,1,1,0,0,0.0
2127169716,google,organic,(not set),1,1,1,0,0,0.0
3231E1E2-DF45-4541-8AB3-6604C1A54CE5,(direct),(none),(not set),1,1,1,0,0,0.0
499017400.2,google,organic,(not set),1,1,1,0,0,0.0
54157211.16,google,organic,(not set),1,1,3,1,0,500.0
54398750.16,google,organic,(not set),1,1,2,1,0,50.0
5528CD25-7B46-460B-B026-980B3FED15EB,(direct),(none),(not set),1,1,1,0,0,0.0
55B82C4E-4A91-4747-95D8-8D8A00D07A0E,(direct),(none),(not set),1,1,1,0,0,0.0
571200033.2,google,organic,(not set),1,1,1,0,0,0.0
589586792.2,t.co,referral,(not set),1,1,1,0,0,0.0
646979760.2,(direct),(none),(not set),1,1,1,0,0,0.0
666647014.2,google,organic,(not set),1,1,1,0,0,0.0
775600613.2,(direct),(none),(not set),1,1,1,0,0,0.0
787109498.2,google,organic,(not set),1,1,1,0,0,0.0
804197872.2,(direct),(none),(not set),1,1,1,0,0,0.0
810072686.2,(direct),(none),(not set),1,1,1,0,0,0.0
831428420.2,google,organic,(not set),1,1,1,0,0,0.0
8b51f6ca-a94d-483a-953b-5eade640a13b,(direct),(none),(not set),1,1,1,0,0,0.0
985430435.2,google,organic,(not set),1,1,2,1,0,75.0
E3254018-421F-4926-BE7C-C5A4E11ABF71,(direct),(none),(not set),1,1,1,0,0,0.0
E613FF0B-BDB9-4D91-899D-6FB3C252FF1B,(direct),(none),(not set),1,1,1,0,0,0.0
1023785374,t.co,referral,(not set),1,1,1,0,0,0.0
1133094198,google,organic,(not set),1,1,1,0,0,0.0
1185784413,l.instagram.com,referral,(not set),1,1,1,0,0,0.0
1211005984,t.co,referral,(not set),1,1,1,0,0,0.0
1224133537,prnewswire.com,referral,(not set),1,1,1,0,0,0.0
